,clip,annotator_id,prolific_user,annotator_gender,annotator_origin,movies_recognition,actors_recognition,experim_group,intensity,variability,gender,frame_start,movie,quartile,sum,exp_sum,face_id,type
137,51617_67_clean,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,2,1,Female,51617,CleanAM,q1,4.462915514737913,0.0250227384654315,36,A
138,51617_67_clean,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,4,1,Female,51617,CleanAM,q1,4.462915514737913,0.0250227384654315,36,A
139,51617_67_clean,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,3,2,Female,51617,CleanAM,q1,4.462915514737913,0.0250227384654315,36,A
140,197265_273_pirates,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,1,1,Male,197265,PiratesOfCaribbeanHM,q4,11.98785400390358,0.0724023337276124,354,H
141,197265_273_pirates,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,3,1,Male,197265,PiratesOfCaribbeanHM,q4,11.98785400390358,0.0724023337276124,354,H
142,197265_273_pirates,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,4,4,Male,197265,PiratesOfCaribbeanHM,q4,11.98785400390358,0.0724023337276124,354,H
143,197265_273_pirates,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,6,1,Male,197265,PiratesOfCaribbeanHM,q4,11.98785400390358,0.0724023337276124,354,H
144,197265_273_pirates,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,4,1,Male,197265,PiratesOfCaribbeanHM,q4,11.98785400390358,0.0724023337276124,354,H
145,132769_299_allornothing,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,3,1,Female,132769,AllOrNothingAM,q3,9.684918730937817,0.0548936571824067,130,A
146,132769_299_allornothing,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,6,1,Female,132769,AllOrNothingAM,q3,9.684918730937817,0.0548936571824067,130,A
147,132769_299_allornothing,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,6,3,Female,132769,AllOrNothingAM,q3,9.684918730937817,0.0548936571824067,130,A
148,132769_299_allornothing,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,1,2,Female,132769,AllOrNothingAM,q3,9.684918730937817,0.0548936571824067,130,A
149,132769_299_allornothing,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,6,3,Female,132769,AllOrNothingAM,q3,9.684918730937817,0.0548936571824067,130,A
150,41772_55_spider,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,2,1,Male,41772,SpiderAM,q4,12.29375472561345,0.0757656514468161,23,A
151,41772_55_spider,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,6,1,Male,41772,SpiderAM,q4,12.29375472561345,0.0757656514468161,23,A
152,41772_55_spider,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,5,3,Male,41772,SpiderAM,q4,12.29375472561345,0.0757656514468161,23,A
153,41772_55_spider,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,3,6,Male,41772,SpiderAM,q4,12.29375472561345,0.0757656514468161,23,A
154,41772_55_spider,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,3,4,Male,41772,SpiderAM,q4,12.29375472561345,0.0757656514468161,23,A
155,188041_308_dark_batman,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,2,2,Male,188041,TheDarkKnightHM,q4,11.233435542974908,0.0656238531504853,105,H
156,188041_308_dark_batman,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,5,1,Male,188041,TheDarkKnightHM,q4,11.233435542974908,0.0656238531504853,105,H
157,188041_308_dark_batman,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,4,3,Male,188041,TheDarkKnightHM,q4,11.233435542974908,0.0656238531504853,105,H
158,188041_308_dark_batman,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,4,2,Male,188041,TheDarkKnightHM,q4,11.233435542974908,0.0656238531504853,105,H
159,188041_308_dark_batman,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,6,2,Male,188041,TheDarkKnightHM,q4,11.233435542974908,0.0656238531504853,105,H
160,149355_244_clean,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,1,1,Male,149355,CleanAM,q4,12.761452910433972,0.0832123401438206,157,A
161,149355_244_clean,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,1,1,Male,149355,CleanAM,q4,12.761452910433972,0.0832123401438206,157,A
162,149355_244_clean,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,2,2,Male,149355,CleanAM,q4,12.761452910433972,0.0832123401438206,157,A
163,149355_244_clean,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,4,2,Male,149355,CleanAM,q4,12.761452910433972,0.0832123401438206,157,A
164,149355_244_clean,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,2,2,Male,149355,CleanAM,q4,12.761452910433972,0.0832123401438206,157,A
165,32665_66_monster,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,4,6,Female,32665,MonsterInLawHM,q1,4.845880282240564,0.0272405974393283,38,H
166,32665_66_monster,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,4,5,Female,32665,MonsterInLawHM,q1,4.845880282240564,0.0272405974393283,38,H
167,32665_66_monster,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,4,6,Female,32665,MonsterInLawHM,q1,4.845880282240564,0.0272405974393283,38,H
168,32665_66_monster,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,1,6,Female,32665,MonsterInLawHM,q1,4.845880282240564,0.0272405974393283,38,H
169,32665_66_monster,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,5,4,Female,32665,MonsterInLawHM,q1,4.845880282240564,0.0272405974393283,38,H
170,76150_211_copy,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,4,6,Female,76150,CertifiedCopyAM,q1,5.235876401010214,0.0315051409438274,99,A
171,76150_211_copy,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,4,5,Female,76150,CertifiedCopyAM,q1,5.235876401010214,0.0315051409438274,99,A
172,76150_211_copy,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,4,6,Female,76150,CertifiedCopyAM,q1,5.235876401010214,0.0315051409438274,99,A
173,76150_211_copy,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,1,6,Female,76150,CertifiedCopyAM,q1,5.235876401010214,0.0315051409438274,99,A
174,76150_211_copy,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,5,4,Female,76150,CertifiedCopyAM,q1,5.235876401010214,0.0315051409438274,99,A
175,127529_205_clean,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,2,1,Female,127529,CleanAM,q2,5.667981551390688,0.0319251728909431,127,A
176,127529_205_clean,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,2,2,Female,127529,CleanAM,q2,5.667981551390688,0.0319251728909431,127,A
177,127529_205_clean,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,3,4,Female,127529,CleanAM,q2,5.667981551390688,0.0319251728909431,127,A
178,127529_205_clean,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,1,2,Female,127529,CleanAM,q2,5.667981551390688,0.0319251728909431,127,A
179,127529_205_clean,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,5,3,Female,127529,CleanAM,q2,5.667981551390688,0.0319251728909431,127,A
180,89145_239_newyork,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,1,1,Female,89145,SynecdocheAM,q1,6.549298028648742,0.0378932590395811,85,A
181,89145_239_newyork,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,2,2,Female,89145,SynecdocheAM,q1,6.549298028648742,0.0378932590395811,85,A
182,89145_239_newyork,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,3,3,Female,89145,SynecdocheAM,q1,6.549298028648742,0.0378932590395811,85,A
183,89145_239_newyork,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,4,3,Female,89145,SynecdocheAM,q1,6.549298028648742,0.0378932590395811,85,A
184,89145_239_newyork,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,4,3,Female,89145,SynecdocheAM,q1,6.549298028648742,0.0378932590395811,85,A
185,87241_201_allornothing,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,3,2,Female,87241,AllOrNothingAM,q2,6.799819222766476,0.0395973297121928,73,A
186,87241_201_allornothing,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,4,2,Female,87241,AllOrNothingAM,q2,6.799819222766476,0.0395973297121928,73,A
187,87241_201_allornothing,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,6,6,Female,87241,AllOrNothingAM,q2,6.799819222766476,0.0395973297121928,73,A
188,87241_201_allornothing,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,5,2,Female,87241,AllOrNothingAM,q2,6.799819222766476,0.0395973297121928,73,A
189,87241_201_allornothing,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,5,4,Female,87241,AllOrNothingAM,q2,6.799819222766476,0.0395973297121928,73,A
190,98137_172_spider,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,2,1,Male,98137,SpiderAM,q3,9.706257431388142,0.0573595711236467,80,A
191,98137_172_spider,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,3,1,Male,98137,SpiderAM,q3,9.706257431388142,0.0573595711236467,80,A
192,98137_172_spider,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,4,4,Male,98137,SpiderAM,q3,9.706257431388142,0.0573595711236467,80,A
193,98137_172_spider,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,2,5,Male,98137,SpiderAM,q3,9.706257431388142,0.0573595711236467,80,A
194,98137_172_spider,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,5,4,Male,98137,SpiderAM,q3,9.706257431388142,0.0573595711236467,80,A
195,53428_104_allornothing,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,2,1,Male,53428,AllOrNothingAM,q4,13.17073660590812,0.0798555825647147,30,A
196,53428_104_allornothing,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,2,1,Male,53428,AllOrNothingAM,q4,13.17073660590812,0.0798555825647147,30,A
197,53428_104_allornothing,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,3,2,Male,53428,AllOrNothingAM,q4,13.17073660590812,0.0798555825647147,30,A
198,53428_104_allornothing,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,1,5,Male,53428,AllOrNothingAM,q4,13.17073660590812,0.0798555825647147,30,A
199,53428_104_allornothing,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,2,3,Male,53428,AllOrNothingAM,q4,13.17073660590812,0.0798555825647147,30,A
200,63547_134_click,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,3,3,Male,63547,ClickHM,q4,13.230906964963031,0.0789812935086295,379,H
201,63547_134_click,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,3,1,Male,63547,ClickHM,q4,13.230906964963031,0.0789812935086295,379,H
202,63547_134_click,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,4,4,Male,63547,ClickHM,q4,13.230906964963031,0.0789812935086295,379,H
203,63547_134_click,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,1,3,Male,63547,ClickHM,q4,13.230906964963031,0.0789812935086295,379,H
204,63547_134_click,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,3,2,Male,63547,ClickHM,q4,13.230906964963031,0.0789812935086295,379,H
205,163793_407_allornothing,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,4,2,Female,163793,AllOrNothingAM,q4,13.00169878780907,0.0794709293971642,192,A
206,163793_407_allornothing,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,7,1,Female,163793,AllOrNothingAM,q4,13.00169878780907,0.0794709293971642,192,A
207,163793_407_allornothing,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,5,2,Female,163793,AllOrNothingAM,q4,13.00169878780907,0.0794709293971642,192,A
208,163793_407_allornothing,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,2,1,Female,163793,AllOrNothingAM,q4,13.00169878780907,0.0794709293971642,192,A
209,163793_407_allornothing,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,7,2,Female,163793,AllOrNothingAM,q4,13.00169878780907,0.0794709293971642,192,A
210,12165_10_bright,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,2,1,Female,12165,BrightStarAM,q1,5.517038587806241,0.0300165478864869,4,A
211,12165_10_bright,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,2,1,Female,12165,BrightStarAM,q1,5.517038587806241,0.0300165478864869,4,A
212,12165_10_bright,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,3,2,Female,12165,BrightStarAM,q1,5.517038587806241,0.0300165478864869,4,A
213,12165_10_bright,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,1,1,Female,12165,BrightStarAM,q1,5.517038587806241,0.0300165478864869,4,A
214,12165_10_bright,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,3,3,Female,12165,BrightStarAM,q1,5.517038587806241,0.0300165478864869,4,A
215,55737_90_spider,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,4,2,Male,55737,SpiderAM,q4,11.083152311655512,0.0668886439724693,42,A
216,55737_90_spider,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,7,2,Male,55737,SpiderAM,q4,11.083152311655512,0.0668886439724693,42,A
217,55737_90_spider,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,2,1,Male,55737,SpiderAM,q4,11.083152311655512,0.0668886439724693,42,A
218,55737_90_spider,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,2,2,Male,55737,SpiderAM,q4,11.083152311655512,0.0668886439724693,42,A
219,55737_90_spider,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,6,4,Male,55737,SpiderAM,q4,11.083152311655512,0.0668886439724693,42,A
220,82541_225_newyork,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,2,2,Male,82541,SynecdocheAM,q2,7.410257220065303,0.042007033701091,83,A
221,82541_225_newyork,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,2,2,Male,82541,SynecdocheAM,q2,7.410257220065303,0.042007033701091,83,A
222,82541_225_newyork,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,2,1,Male,82541,SynecdocheAM,q2,7.410257220065303,0.042007033701091,83,A
223,82541_225_newyork,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,5,3,Male,82541,SynecdocheAM,q2,7.410257220065303,0.042007033701091,83,A
224,82541_225_newyork,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,4,4,Male,82541,SynecdocheAM,q2,7.410257220065303,0.042007033701091,83,A
225,170612_290_dark_batman,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,1,1,Male,170612,TheDarkKnightHM,q2,7.52532699228711,0.0435152269454861,98,H
226,170612_290_dark_batman,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,3,2,Male,170612,TheDarkKnightHM,q2,7.52532699228711,0.0435152269454861,98,H
227,170612_290_dark_batman,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,5,4,Male,170612,TheDarkKnightHM,q2,7.52532699228711,0.0435152269454861,98,H
228,170612_290_dark_batman,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,2,6,Male,170612,TheDarkKnightHM,q2,7.52532699228711,0.0435152269454861,98,H
229,170612_290_dark_batman,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,2,2,Male,170612,TheDarkKnightHM,q2,7.52532699228711,0.0435152269454861,98,H
230,70689_148_monster,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,4,3,Female,70689,MonsterInLawHM,q1,4.484557572926028,0.0251761608881876,94,H
231,70689_148_monster,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,7,7,Female,70689,MonsterInLawHM,q1,4.484557572926028,0.0251761608881876,94,H
232,70689_148_monster,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,6,4,Female,70689,MonsterInLawHM,q1,4.484557572926028,0.0251761608881876,94,H
233,70689_148_monster,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,3,7,Female,70689,MonsterInLawHM,q1,4.484557572926028,0.0251761608881876,94,H
234,70689_148_monster,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,5,6,Female,70689,MonsterInLawHM,q1,4.484557572926028,0.0251761608881876,94,H
235,91281_140_clean,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,1,1,Female,91281,CleanAM,q1,4.7585274579182535,0.0272123942892655,80,A
236,91281_140_clean,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,2,2,Female,91281,CleanAM,q1,4.7585274579182535,0.0272123942892655,80,A
237,91281_140_clean,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,3,2,Female,91281,CleanAM,q1,4.7585274579182535,0.0272123942892655,80,A
238,91281_140_clean,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,5,1,Female,91281,CleanAM,q1,4.7585274579182535,0.0272123942892655,80,A
239,91281_140_clean,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,4,4,Female,91281,CleanAM,q1,4.7585274579182535,0.0272123942892655,80,A
240,141563_333_allornothing,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,2,2,Female,141563,AllOrNothingAM,q4,13.799329575191392,0.0833031897761992,147,A
241,141563_333_allornothing,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,4,1,Male,141563,AllOrNothingAM,q4,13.799329575191392,0.0833031897761992,147,A
242,141563_333_allornothing,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,3,2,Male,141563,AllOrNothingAM,q4,13.799329575191392,0.0833031897761992,147,A
243,141563_333_allornothing,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,2,2,Male,141563,AllOrNothingAM,q4,13.799329575191392,0.0833031897761992,147,A
244,141563_333_allornothing,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,3,3,Male,141563,AllOrNothingAM,q4,13.799329575191392,0.0833031897761992,147,A
245,125177_138_fast,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,2,1,Male,125177,FastAndFuriousHM,q3,8.990302540869605,0.052827069955556,231,H
246,125177_138_fast,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,4,1,Male,125177,FastAndFuriousHM,q3,8.990302540869605,0.052827069955556,231,H
247,125177_138_fast,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,5,3,Male,125177,FastAndFuriousHM,q3,8.990302540869605,0.052827069955556,231,H
248,125177_138_fast,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,2,5,Male,125177,FastAndFuriousHM,q3,8.990302540869605,0.052827069955556,231,H
249,125177_138_fast,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,6,2,Male,125177,FastAndFuriousHM,q3,8.990302540869605,0.052827069955556,231,H
250,18140_43_pirates,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,2,3,Male,18140,PiratesOfCaribbeanHM,q2,9.311877153289004,0.0585441896351567,295,H
251,18140_43_pirates,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,4,4,Male,18140,PiratesOfCaribbeanHM,q2,9.311877153289004,0.0585441896351567,295,H
252,18140_43_pirates,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,5,4,Male,18140,PiratesOfCaribbeanHM,q2,9.311877153289004,0.0585441896351567,295,H
253,18140_43_pirates,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,2,5,Male,18140,PiratesOfCaribbeanHM,q2,9.311877153289004,0.0585441896351567,295,H
254,18140_43_pirates,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,6,6,Male,18140,PiratesOfCaribbeanHM,q2,9.311877153289004,0.0585441896351567,295,H
255,200337_281_pirates,R_4D60W3B6wX1h9Xx,0,Male,Western (European),A few,A few,1,1,1,Female,200337,PiratesOfCaribbeanHM,q1,4.128490945111063,0.0226196648029474,365,H
256,200337_281_pirates,R_4qQMLscNluEpaap,0,Male,Western (European),Several,Many,1,3,1,Female,200337,PiratesOfCaribbeanHM,q1,4.128490945111063,0.0226196648029474,365,H
257,200337_281_pirates,R_352CHoQuTIcxeX7,0,Male,Western (European),A few,Several,1,5,3,Female,200337,PiratesOfCaribbeanHM,q1,4.128490945111063,0.0226196648029474,365,H
258,200337_281_pirates,R_6IYHUEepiTMixB8,0,Male,Middle-eastern,Many,Many,1,4,5,Female,200337,PiratesOfCaribbeanHM,q1,4.128490945111063,0.0226196648029474,365,H
259,200337_281_pirates,R_2gMZWe45lUBEG4G,1,Female,Western (European),I did not recognise any,Several,1,6,5,Female,200337,PiratesOfCaribbeanHM,q1,4.128490945111063,0.0226196648029474,365,H
260,113449_169_pirates,R_4HtCFSDVAzW5ejn,0,Male,Western (European),Several,Many,2,5,5,Male,113449,PiratesOfCaribbeanHM,q1,7.464856412673527,0.0433421213049506,287,H
261,113449_169_pirates,R_5VjjzIo6khkc9DH,1,Male,Latin American,A few,A few,2,4,3,Male,113449,PiratesOfCaribbeanHM,q1,7.464856412673527,0.0433421213049506,287,H
262,113449_169_pirates,R_1ReKPLruMmFh1Lu,0,Female,Western (European),A few,A few,2,6,7,Male,113449,PiratesOfCaribbeanHM,q1,7.464856412673527,0.0433421213049506,287,H
263,113449_169_pirates,R_20PijJ2oTfL8crT,1,Male,Western (European),All of them,All of them,2,7,7,Male,113449,PiratesOfCaribbeanHM,q1,7.464856412673527,0.0433421213049506,287,H
264,113449_169_pirates,R_5NFgayfrWK0cA49,1,Male,Prefer not to say,Several,Many,2,5,5,Male,113449,PiratesOfCaribbeanHM,q1,7.464856412673527,0.0433421213049506,287,H
265,97110_145_clean,R_4HtCFSDVAzW5ejn,0,Male,Western (European),Several,Many,2,2,2,Female,97110,CleanAM,q2,6.676301839122567,0.0387642072092706,83,A
266,97110_145_clean,R_5VjjzIo6khkc9DH,1,Male,Latin American,A few,A few,2,1,2,Female,97110,CleanAM,q2,6.676301839122567,0.0387642072092706,83,A
267,97110_145_clean,R_1ReKPLruMmFh1Lu,0,Female,Western (European),A few,A few,2,2,3,Female,97110,CleanAM,q2,6.676301839122567,0.0387642072092706,83,A
268,97110_145_clean,R_20PijJ2oTfL8crT,1,Male,Western (European),All of them,All of them,2,2,2,Female,97110,CleanAM,q2,6.676301839122567,0.0387642072092706,83,A
269,97110_145_clean,R_5NFgayfrWK0cA49,1,Male,Prefer not to say,Several,Many,2,2,1,Male,97110,CleanAM,q2,6.676301839122567,0.0387642072092706,83,A
270,53193_110_click,R_4HtCFSDVAzW5ejn,0,Male,Western (European),Several,Many,2,2,3,Female,53193,ClickHM,q2,6.533305041594708,0.0368210972247718,514,H
271,53193_110_click,R_5VjjzIo6khkc9DH,1,Male,Latin American,A few,A few,2,2,3,Female,53193,ClickHM,q2,6.533305041594708,0.0368210972247718,514,H
272,53193_110_click,R_1ReKPLruMmFh1Lu,0,Female,Western (European),A few,A few,2,4,6,Female,53193,ClickHM,q2,6.533305041594708,0.0368210972247718,514,H
