,clip,annotator_id,prolific_user,annotator_gender,annotator_origin,movies_recognition,actors_recognition,experim_group,intensity,variability,gender,frame_start,movie,quartile,sum,exp_sum,face_id,type
698,28129_27_fast,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,6,1,Male,28129,FastAndFuriousHM,q4,14.428605244534728,0.1033187213601338,232,H
699,28129_27_fast,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,2,1,Male,28129,FastAndFuriousHM,q4,14.428605244534728,0.1033187213601338,232,H
700,38553_75_monster,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,5,2,Male,38553,MonsterInLawHM,q4,11.744437117033115,0.0692245806841139,45,H
701,38553_75_monster,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,3,2,Male,38553,MonsterInLawHM,q4,11.744437117033115,0.0692245806841139,45,H
702,38553_75_monster,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,2,3,Male,38553,MonsterInLawHM,q4,11.744437117033115,0.0692245806841139,45,H
703,38553_75_monster,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,4,2,Male,38553,MonsterInLawHM,q4,11.744437117033115,0.0692245806841139,45,H
704,38553_75_monster,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,1,2,Male,38553,MonsterInLawHM,q4,11.744437117033115,0.0692245806841139,45,H
705,56197_110_monster,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,4,5,Female,56197,MonsterInLawHM,q1,4.886535723040214,0.0269404166847133,69,H
706,56197_110_monster,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,3,1,Female,56197,MonsterInLawHM,q1,4.886535723040214,0.0269404166847133,69,H
707,56197_110_monster,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,2,4,Female,56197,MonsterInLawHM,q1,4.886535723040214,0.0269404166847133,69,H
708,56197_110_monster,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,5,4,Female,56197,MonsterInLawHM,q1,4.886535723040214,0.0269404166847133,69,H
709,56197_110_monster,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,5,5,Female,56197,MonsterInLawHM,q1,4.886535723040214,0.0269404166847133,69,H
710,53969_107_allornothing,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,5,3,Male,53969,AllOrNothingAM,q2,6.427190258304582,0.0375616327049129,32,A
711,53969_107_allornothing,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,4,2,Male,53969,AllOrNothingAM,q2,6.427190258304582,0.0375616327049129,32,A
712,53969_107_allornothing,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,3,2,Male,53969,AllOrNothingAM,q2,6.427190258304582,0.0375616327049129,32,A
713,53969_107_allornothing,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,2,1,Male,53969,AllOrNothingAM,q2,6.427190258304582,0.0375616327049129,32,A
714,53969_107_allornothing,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,3,2,Male,53969,AllOrNothingAM,q2,6.427190258304582,0.0375616327049129,32,A
715,29977_61_monster,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,5,6,Female,29977,MonsterInLawHM,q3,9.957572861821312,0.0565661784845038,34,H
716,29977_61_monster,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,5,2,Female,29977,MonsterInLawHM,q3,9.957572861821312,0.0565661784845038,34,H
717,29977_61_monster,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,2,2,Female,29977,MonsterInLawHM,q3,9.957572861821312,0.0565661784845038,34,H
718,29977_61_monster,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,6,2,Female,29977,MonsterInLawHM,q3,9.957572861821312,0.0565661784845038,34,H
719,29977_61_monster,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,4,4,Female,29977,MonsterInLawHM,q3,9.957572861821312,0.0565661784845038,34,H
720,79212_184_allornothing,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,6,2,Male,79212,AllOrNothingAM,q2,7.249462026425939,0.0414457950576868,61,A
721,79212_184_allornothing,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,4,2,Male,79212,AllOrNothingAM,q2,7.249462026425939,0.0414457950576868,61,A
722,79212_184_allornothing,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,2,4,Male,79212,AllOrNothingAM,q2,7.249462026425939,0.0414457950576868,61,A
723,79212_184_allornothing,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,3,2,Male,79212,AllOrNothingAM,q2,7.249462026425939,0.0414457950576868,61,A
724,79212_184_allornothing,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,3,3,Male,79212,AllOrNothingAM,q2,7.249462026425939,0.0414457950576868,61,A
725,97913_184_dark_batman,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,3,1,Male,97913,TheDarkKnightHM,q3,10.46488052792587,0.0661168906553638,56,H
726,97913_184_dark_batman,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,1,1,Male,97913,TheDarkKnightHM,q3,10.46488052792587,0.0661168906553638,56,H
727,97913_184_dark_batman,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,3,1,Male,97913,TheDarkKnightHM,q3,10.46488052792587,0.0661168906553638,56,H
728,97913_184_dark_batman,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,6,2,Male,97913,TheDarkKnightHM,q3,10.46488052792587,0.0661168906553638,56,H
729,97913_184_dark_batman,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,5,2,Male,97913,TheDarkKnightHM,q3,10.46488052792587,0.0661168906553638,56,H
730,31516_64_allornothing,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,4,6,Female,31516,AllOrNothingAM,q2,6.796334202727989,0.0379074773675899,18,A
731,31516_64_allornothing,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,3,2,Female,31516,AllOrNothingAM,q2,6.796334202727989,0.0379074773675899,18,A
732,31516_64_allornothing,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,3,2,Female,31516,AllOrNothingAM,q2,6.796334202727989,0.0379074773675899,18,A
733,31516_64_allornothing,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,6,3,Female,31516,AllOrNothingAM,q2,6.796334202727989,0.0379074773675899,18,A
734,31516_64_allornothing,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,3,4,Female,31516,AllOrNothingAM,q2,6.796334202727989,0.0379074773675899,18,A
735,143589_335_click,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,4,2,Male,143589,ClickHM,q4,8.810018536019392,0.0518509366291782,604,H
736,143589_335_click,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,4,3,Female,143589,ClickHM,q4,8.810018536019392,0.0518509366291782,604,H
737,143589_335_click,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,4,4,Female,143589,ClickHM,q4,8.810018536019392,0.0518509366291782,604,H
738,143589_335_click,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,6,2,Female,143589,ClickHM,q4,8.810018536019392,0.0518509366291782,604,H
739,143589_335_click,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,3,2,Female,143589,ClickHM,q4,8.810018536019392,0.0518509366291782,604,H
740,137007_245_dark_batman,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,6,4,Female,137007,TheDarkKnightHM,q4,12.776232538562589,0.0752781296402783,79,H
741,137007_245_dark_batman,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,5,2,Female,137007,TheDarkKnightHM,q4,12.776232538562589,0.0752781296402783,79,H
742,137007_245_dark_batman,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,5,3,Female,137007,TheDarkKnightHM,q4,12.776232538562589,0.0752781296402783,79,H
743,137007_245_dark_batman,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,6,4,Female,137007,TheDarkKnightHM,q4,12.776232538562589,0.0752781296402783,79,H
744,137007_245_dark_batman,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,2,3,Female,137007,TheDarkKnightHM,q4,12.776232538562589,0.0752781296402783,79,H
745,146308_224_pirates,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,4,5,Male,146308,PiratesOfCaribbeanHM,q3,9.528128027079314,0.0556690806278436,290,H
746,146308_224_pirates,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,1,2,Male,146308,PiratesOfCaribbeanHM,q3,9.528128027079314,0.0556690806278436,290,H
747,146308_224_pirates,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,3,3,Male,146308,PiratesOfCaribbeanHM,q3,9.528128027079314,0.0556690806278436,290,H
748,146308_224_pirates,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,5,3,Male,146308,PiratesOfCaribbeanHM,q3,9.528128027079314,0.0556690806278436,290,H
749,146308_224_pirates,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,2,2,Male,146308,PiratesOfCaribbeanHM,q3,9.528128027079314,0.0556690806278436,290,H
750,90961_142_bright,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,3,2,Female,90961,BrightStarAM,q1,2.672991573508445,0.0144753596633769,59,A
751,90961_142_bright,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,2,3,Female,90961,BrightStarAM,q1,2.672991573508445,0.0144753596633769,59,A
752,90961_142_bright,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,4,3,Female,90961,BrightStarAM,q1,2.672991573508445,0.0144753596633769,59,A
753,90961_142_bright,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,3,2,Female,90961,BrightStarAM,q1,2.672991573508445,0.0144753596633769,59,A
754,90961_142_bright,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,2,2,Female,90961,BrightStarAM,q1,2.672991573508445,0.0144753596633769,59,A
755,97650_183_dark_batman,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,4,1,Male,97650,TheDarkKnightHM,q3,9.670667447387068,0.0586808505443145,55,H
756,97650_183_dark_batman,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,1,1,Male,97650,TheDarkKnightHM,q3,9.670667447387068,0.0586808505443145,55,H
757,97650_183_dark_batman,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,3,1,Male,97650,TheDarkKnightHM,q3,9.670667447387068,0.0586808505443145,55,H
758,97650_183_dark_batman,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,6,2,Male,97650,TheDarkKnightHM,q3,9.670667447387068,0.0586808505443145,55,H
759,97650_183_dark_batman,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,2,2,Male,97650,TheDarkKnightHM,q3,9.670667447387068,0.0586808505443145,55,H
760,80697_137_pirates,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,4,4,Male,80697,PiratesOfCaribbeanHM,q2,6.398490498233881,0.0354666795732805,315,H
761,80697_137_pirates,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,5,2,Male,80697,PiratesOfCaribbeanHM,q2,6.398490498233881,0.0354666795732805,315,H
762,80697_137_pirates,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,2,2,Male,80697,PiratesOfCaribbeanHM,q2,6.398490498233881,0.0354666795732805,315,H
763,80697_137_pirates,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,3,2,Male,80697,PiratesOfCaribbeanHM,q2,6.398490498233881,0.0354666795732805,315,H
764,80697_137_pirates,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,2,2,Male,80697,PiratesOfCaribbeanHM,q2,6.398490498233881,0.0354666795732805,315,H
765,128074_261_monster,R_8R84UkPSkyaXRcF,0,Female,Western (European),Several,Several,3,7,3,Female,128074,MonsterInLawHM,q2,7.038850039790514,0.0413953793813844,132,H
766,128074_261_monster,R_2v7DVMyt00Hy9CT,0,Male,Western (European),A few,A few,3,4,3,Female,128074,MonsterInLawHM,q2,7.038850039790514,0.0413953793813844,132,H
767,128074_261_monster,R_5an1SE9dNlygUwC,0,Female,Middle-eastern,A few,Several,3,4,4,Female,128074,MonsterInLawHM,q2,7.038850039790514,0.0413953793813844,132,H
768,128074_261_monster,R_736WB2AI1nSsrpE,1,Male,Other,Several,Many,3,6,4,Female,128074,MonsterInLawHM,q2,7.038850039790514,0.0413953793813844,132,H
769,128074_261_monster,R_2QbC7dJbe7JRo3w,1,Male,Asian (South),Many,Many,3,3,5,Female,128074,MonsterInLawHM,q2,7.038850039790514,0.0413953793813844,132,H
770,50489_111_newyork,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,4,1,Male,50489,SynecdocheAM,q3,9.889571816126892,0.0573096306460213,42,A
771,50489_111_newyork,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,2,2,Male,50489,SynecdocheAM,q3,9.889571816126892,0.0573096306460213,42,A
772,50489_111_newyork,R_5dVOtZ78r5p3nI2,0,Female,Western (European),A few,A few,4,5,3,Male,50489,SynecdocheAM,q3,9.889571816126892,0.0573096306460213,42,A
773,50489_111_newyork,R_2A9xC0fDtng5UAN,1,Male,Western (European),Several,Many,4,4,3,Male,50489,SynecdocheAM,q3,9.889571816126892,0.0573096306460213,42,A
774,50489_111_newyork,R_7GE75IOJRVNETxT,1,Male,Western (European),Many,Many,4,3,3,Male,50489,SynecdocheAM,q3,9.889571816126892,0.0573096306460213,42,A
775,185177_466_allornothing,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,3,1,Male,185177,AllOrNothingAM,q3,10.45894368990176,0.060965946539403,220,A
776,185177_466_allornothing,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,1,1,Male,185177,AllOrNothingAM,q3,10.45894368990176,0.060965946539403,220,A
777,185177_466_allornothing,R_5dVOtZ78r5p3nI2,0,Female,Western (European),A few,A few,4,2,1,Male,185177,AllOrNothingAM,q3,10.45894368990176,0.060965946539403,220,A
778,185177_466_allornothing,R_2A9xC0fDtng5UAN,1,Male,Western (European),Several,Many,4,5,2,Male,185177,AllOrNothingAM,q3,10.45894368990176,0.060965946539403,220,A
779,185177_466_allornothing,R_7GE75IOJRVNETxT,1,Male,Western (European),Many,Many,4,1,1,Male,185177,AllOrNothingAM,q3,10.45894368990176,0.060965946539403,220,A
780,100449_162_bright,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,2,1,Female,100449,BrightStarAM,q4,15.780117691478562,0.0962260534735129,64,A
781,100449_162_bright,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,3,2,Female,100449,BrightStarAM,q4,15.780117691478562,0.0962260534735129,64,A
782,100449_162_bright,R_5dVOtZ78r5p3nI2,0,Female,Western (European),A few,A few,4,2,1,Female,100449,BrightStarAM,q4,15.780117691478562,0.0962260534735129,64,A
783,100449_162_bright,R_2A9xC0fDtng5UAN,1,Male,Western (European),Several,Many,4,4,1,Female,100449,BrightStarAM,q4,15.780117691478562,0.0962260534735129,64,A
784,100449_162_bright,R_7GE75IOJRVNETxT,1,Male,Western (European),Many,Many,4,1,1,Female,100449,BrightStarAM,q4,15.780117691478562,0.0962260534735129,64,A
785,121333_134_fast,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,2,1,Female,121333,FastAndFuriousHM,q1,3.912404315761601,0.0223236570082116,225,H
786,121333_134_fast,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,5,2,Female,121333,FastAndFuriousHM,q1,3.912404315761601,0.0223236570082116,225,H
787,121333_134_fast,R_5dVOtZ78r5p3nI2,0,Female,Western (European),A few,A few,4,3,2,Female,121333,FastAndFuriousHM,q1,3.912404315761601,0.0223236570082116,225,H
788,121333_134_fast,R_2A9xC0fDtng5UAN,1,Male,Western (European),Several,Many,4,4,4,Female,121333,FastAndFuriousHM,q1,3.912404315761601,0.0223236570082116,225,H
789,121333_134_fast,R_7GE75IOJRVNETxT,1,Male,Western (European),Many,Many,4,3,3,Female,121333,FastAndFuriousHM,q1,3.912404315761601,0.0223236570082116,225,H
790,55034_45_kvant,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,2,2,Male,55034,QuantumOfSolaceHM,q2,6.442607742310689,0.0384582268805496,23,H
791,55034_45_kvant,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,4,6,Male,55034,QuantumOfSolaceHM,q2,6.442607742310689,0.0384582268805496,23,H
792,55034_45_kvant,R_5dVOtZ78r5p3nI2,0,Female,Western (European),A few,A few,4,4,3,Male,55034,QuantumOfSolaceHM,q2,6.442607742310689,0.0384582268805496,23,H
793,55034_45_kvant,R_2A9xC0fDtng5UAN,1,Male,Western (European),Several,Many,4,3,3,I cannot tell,55034,QuantumOfSolaceHM,q2,6.442607742310689,0.0384582268805496,23,H
794,55034_45_kvant,R_7GE75IOJRVNETxT,1,Male,Western (European),Many,Many,4,2,2,Male,55034,QuantumOfSolaceHM,q2,6.442607742310689,0.0384582268805496,23,H
795,64710_109_bright,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,2,1,Male,64710,BrightStarAM,q2,5.865086061851904,0.0336047160494543,49,A
796,64710_109_bright,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,3,4,Male,64710,BrightStarAM,q2,5.865086061851904,0.0336047160494543,49,A
797,64710_109_bright,R_5dVOtZ78r5p3nI2,0,Female,Western (European),A few,A few,4,3,2,Male,64710,BrightStarAM,q2,5.865086061851904,0.0336047160494543,49,A
798,64710_109_bright,R_2A9xC0fDtng5UAN,1,Male,Western (European),Several,Many,4,3,1,Male,64710,BrightStarAM,q2,5.865086061851904,0.0336047160494543,49,A
799,64710_109_bright,R_7GE75IOJRVNETxT,1,Male,Western (European),Many,Many,4,1,1,Male,64710,BrightStarAM,q2,5.865086061851904,0.0336047160494543,49,A
800,89585_204_click,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,5,4,Female,89585,ClickHM,q1,7.30429185982637,0.0471374527190079,352,H
801,89585_204_click,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,2,3,Female,89585,ClickHM,q1,7.30429185982637,0.0471374527190079,352,H
802,89585_204_click,R_5dVOtZ78r5p3nI2,0,Female,Western (European),A few,A few,4,2,3,Female,89585,ClickHM,q1,7.30429185982637,0.0471374527190079,352,H
803,89585_204_click,R_2A9xC0fDtng5UAN,1,Male,Western (European),Several,Many,4,6,4,Female,89585,ClickHM,q1,7.30429185982637,0.0471374527190079,352,H
804,89585_204_click,R_7GE75IOJRVNETxT,1,Male,Western (European),Many,Many,4,3,2,Female,89585,ClickHM,q1,7.30429185982637,0.0471374527190079,352,H
805,133209_237_dark_batman,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,5,1,Female,133209,TheDarkKnightHM,q4,11.487446957862868,0.0670048535026034,75,H
806,133209_237_dark_batman,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,4,4,Female,133209,TheDarkKnightHM,q4,11.487446957862868,0.0670048535026034,75,H
807,133209_237_dark_batman,R_5dVOtZ78r5p3nI2,0,Female,Western (European),A few,A few,4,7,2,Female,133209,TheDarkKnightHM,q4,11.487446957862868,0.0670048535026034,75,H
808,133209_237_dark_batman,R_2A9xC0fDtng5UAN,1,Male,Western (European),Several,Many,4,6,3,Female,133209,TheDarkKnightHM,q4,11.487446957862868,0.0670048535026034,75,H
809,133209_237_dark_batman,R_7GE75IOJRVNETxT,1,Male,Western (European),Many,Many,4,5,6,Female,133209,TheDarkKnightHM,q4,11.487446957862868,0.0670048535026034,75,H
810,43837_52_fast,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,3,1,Male,43837,FastAndFuriousHM,q1,4.4338082681302255,0.0251061008662824,256,H
811,43837_52_fast,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,3,3,Male,43837,FastAndFuriousHM,q1,4.4338082681302255,0.0251061008662824,256,H
812,43837_52_fast,R_5dVOtZ78r5p3nI2,0,Female,Western (European),A few,A few,4,4,2,Male,43837,FastAndFuriousHM,q1,4.4338082681302255,0.0251061008662824,256,H
813,43837_52_fast,R_2A9xC0fDtng5UAN,1,Male,Western (European),Several,Many,4,6,2,Male,43837,FastAndFuriousHM,q1,4.4338082681302255,0.0251061008662824,256,H
814,43837_52_fast,R_7GE75IOJRVNETxT,1,Male,Western (European),Many,Many,4,3,2,Male,43837,FastAndFuriousHM,q1,4.4338082681302255,0.0251061008662824,256,H
815,21818_36_click,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,2,1,Male,21818,ClickHM,q2,8.001650313097864,0.0471699035906131,36,H
816,21818_36_click,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,3,4,Male,21818,ClickHM,q2,8.001650313097864,0.0471699035906131,36,H
817,21818_36_click,R_5dVOtZ78r5p3nI2,0,Female,Western (European),A few,A few,4,3,1,Male,21818,ClickHM,q2,8.001650313097864,0.0471699035906131,36,H
818,21818_36_click,R_2A9xC0fDtng5UAN,1,Male,Western (European),Several,Many,4,2,3,Male,21818,ClickHM,q2,8.001650313097864,0.0471699035906131,36,H
819,21818_36_click,R_7GE75IOJRVNETxT,1,Male,Western (European),Many,Many,4,3,3,Male,21818,ClickHM,q2,8.001650313097864,0.0471699035906131,36,H
820,29945_61_pirates,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,3,3,Male,29945,PiratesOfCaribbeanHM,q3,10.085955720519504,0.0586820241890898,351,H
821,29945_61_pirates,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,3,4,Male,29945,PiratesOfCaribbeanHM,q3,10.085955720519504,0.0586820241890898,351,H
822,29945_61_pirates,R_5dVOtZ78r5p3nI2,0,Female,Western (European),A few,A few,4,5,6,Male,29945,PiratesOfCaribbeanHM,q3,10.085955720519504,0.0586820241890898,351,H
823,29945_61_pirates,R_2A9xC0fDtng5UAN,1,Male,Western (European),Several,Many,4,4,7,Male,29945,PiratesOfCaribbeanHM,q3,10.085955720519504,0.0586820241890898,351,H
824,29945_61_pirates,R_7GE75IOJRVNETxT,1,Male,Western (European),Many,Many,4,4,4,Male,29945,PiratesOfCaribbeanHM,q3,10.085955720519504,0.0586820241890898,351,H
825,155008_267_dark_batman,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,1,3,Male,155008,TheDarkKnightHM,q4,19.09464581920196,0.1211657339345045,91,H
826,155008_267_dark_batman,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,4,6,Male,155008,TheDarkKnightHM,q4,19.09464581920196,0.1211657339345045,91,H
827,155008_267_dark_batman,R_5dVOtZ78r5p3nI2,0,Female,Western (European),A few,A few,4,5,6,Male,155008,TheDarkKnightHM,q4,19.09464581920196,0.1211657339345045,91,H
828,155008_267_dark_batman,R_2A9xC0fDtng5UAN,1,Male,Western (European),Several,Many,4,5,5,I cannot tell,155008,TheDarkKnightHM,q4,19.09464581920196,0.1211657339345045,91,H
829,155008_267_dark_batman,R_7GE75IOJRVNETxT,1,Male,Western (European),Many,Many,4,6,6,Male,155008,TheDarkKnightHM,q4,19.09464581920196,0.1211657339345045,91,H
830,21937_37_click,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,2,1,Male,21937,ClickHM,q3,8.954645190228371,0.0507863577237216,37,H
831,21937_37_click,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,3,1,Male,21937,ClickHM,q3,8.954645190228371,0.0507863577237216,37,H
832,21937_37_click,R_5dVOtZ78r5p3nI2,0,Female,Western (European),A few,A few,4,4,5,Male,21937,ClickHM,q3,8.954645190228371,0.0507863577237216,37,H
833,21937_37_click,R_2A9xC0fDtng5UAN,1,Male,Western (European),Several,Many,4,5,2,Male,21937,ClickHM,q3,8.954645190228371,0.0507863577237216,37,H
834,21937_37_click,R_7GE75IOJRVNETxT,1,Male,Western (European),Many,Many,4,3,3,Male,21937,ClickHM,q3,8.954645190228371,0.0507863577237216,37,H
835,151876_423_copy,R_2zq39VWcm9pNTsU,0,Female,Western (European),Several,Many,4,3,1,Male,151876,CertifiedCopyAM,q2,6.814540880976241,0.0384659830253951,150,A
836,151876_423_copy,R_4fiPCNY7cb1wNAA,0,Female,Western (European),A few,A few,4,3,3,Male,151876,CertifiedCopyAM,q2,6.814540880976241,0.0384659830253951,150,A
